Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Year
0 days 01:54:02.730000,GAS,10,0 days 00:01:53.468000,25.0,3.0,,,0 days 00:00:32.117000,0 days 00:00:50.665000,0 days 00:00:30.686000,0 days 01:52:41.401000,0 days 01:53:32.066000,0 days 01:54:02.752000,316.0,188.0,211.0,309.0,False,SOFT,3.0,True,AlphaTauri,0 days 01:52:09.262000,2022-08-28 13:53:09.342,1,16.0,False,,False,True,2022
0 days 01:55:56.991000,GAS,10,0 days 00:01:54.261000,26.0,3.0,,,0 days 00:00:32.118000,0 days 00:00:51.073000,0 days 00:00:31.070000,0 days 01:54:34.870000,0 days 01:55:25.943000,0 days 01:55:57.013000,320.0,188.0,209.0,311.0,False,SOFT,4.0,True,AlphaTauri,0 days 01:54:02.730000,2022-08-28 13:55:02.810,1,16.0,False,,False,True,2022
0 days 01:57:50.854000,GAS,10,0 days 00:01:53.863000,27.0,3.0,,,0 days 00:00:32.008000,0 days 00:00:51.294000,0 days 00:00:30.561000,0 days 01:56:29.021000,0 days 01:57:20.315000,0 days 01:57:50.876000,333.0,186.0,209.0,315.0,False,SOFT,5.0,True,AlphaTauri,0 days 01:55:56.991000,2022-08-28 13:56:57.071,1,13.0,False,,False,True,2022
0 days 01:59:44.414000,GAS,10,0 days 00:01:53.560000,28.0,3.0,,,0 days 00:00:32.115000,0 days 00:00:50.610000,0 days 00:00:30.835000,0 days 01:58:22.991000,0 days 01:59:13.601000,0 days 01:59:44.436000,320.0,187.0,208.0,312.0,False,SOFT,6.0,True,AlphaTauri,0 days 01:57:50.854000,2022-08-28 13:58:50.934,1,12.0,False,,False,True,2022
0 days 02:01:37.923000,GAS,10,0 days 00:01:53.509000,29.0,3.0,,,0 days 00:00:32.259000,0 days 00:00:50.553000,0 days 00:00:30.697000,0 days 02:00:16.695000,0 days 02:01:07.248000,0 days 02:01:37.945000,317.0,185.0,209.0,311.0,False,SOFT,7.0,True,AlphaTauri,0 days 01:59:44.414000,2022-08-28 14:00:44.494,1,11.0,False,,False,True,2022
0 days 02:03:31.349000,GAS,10,0 days 00:01:53.426000,30.0,3.0,,,0 days 00:00:32.211000,0 days 00:00:50.563000,0 days 00:00:30.652000,0 days 02:02:10.156000,0 days 02:03:00.719000,0 days 02:03:31.371000,316.0,184.0,211.0,312.0,False,SOFT,8.0,True,AlphaTauri,0 days 02:01:37.923000,2022-08-28 14:02:38.003,1,10.0,False,,False,True,2022
0 days 02:05:24.927000,GAS,10,0 days 00:01:53.578000,31.0,3.0,,,0 days 00:00:32.229000,0 days 00:00:50.549000,0 days 00:00:30.800000,0 days 02:04:03.600000,0 days 02:04:54.149000,0 days 02:05:24.949000,314.0,185.0,211.0,309.0,False,SOFT,9.0,True,AlphaTauri,0 days 02:03:31.349000,2022-08-28 14:04:31.429,1,10.0,False,,False,True,2022
0 days 02:07:18.511000,GAS,10,0 days 00:01:53.584000,32.0,3.0,,,0 days 00:00:32.192000,0 days 00:00:50.716000,0 days 00:00:30.676000,0 days 02:05:57.141000,0 days 02:06:47.857000,0 days 02:07:18.533000,317.0,183.0,211.0,311.0,False,SOFT,10.0,True,AlphaTauri,0 days 02:05:24.927000,2022-08-28 14:06:25.007,1,9.0,False,,False,True,2022
0 days 02:09:12.269000,GAS,10,0 days 00:01:53.758000,33.0,3.0,,,0 days 00:00:32.255000,0 days 00:00:50.683000,0 days 00:00:30.820000,0 days 02:07:50.788000,0 days 02:08:41.471000,0 days 02:09:12.291000,315.0,185.0,211.0,310.0,False,SOFT,11.0,True,AlphaTauri,0 days 02:07:18.511000,2022-08-28 14:08:18.591,1,8.0,False,,False,True,2022
0 days 02:11:06.654000,GAS,10,0 days 00:01:54.385000,34.0,3.0,,,0 days 00:00:32.274000,0 days 00:00:51.199000,0 days 00:00:30.912000,0 days 02:09:44.565000,0 days 02:10:35.764000,0 days 02:11:06.676000,315.0,187.0,208.0,310.0,False,SOFT,12.0,True,AlphaTauri,0 days 02:09:12.269000,2022-08-28 14:10:12.349,1,7.0,False,,False,True,2022
0 days 02:13:02.828000,GAS,10,0 days 00:01:56.174000,35.0,3.0,,,0 days 00:00:32.560000,0 days 00:00:52.653000,0 days 00:00:30.961000,0 days 02:11:39.236000,0 days 02:12:31.889000,0 days 02:13:02.850000,334.0,182.0,207.0,304.0,False,SOFT,13.0,True,AlphaTauri,0 days 02:11:06.654000,2022-08-28 14:12:06.734,1,9.0,False,,False,True,2022
0 days 02:14:56.837000,GAS,10,0 days 00:01:54.009000,36.0,3.0,,,0 days 00:00:32.268000,0 days 00:00:50.982000,0 days 00:00:30.759000,0 days 02:13:35.118000,0 days 02:14:26.100000,0 days 02:14:56.859000,318.0,187.0,210.0,311.0,False,SOFT,14.0,True,AlphaTauri,0 days 02:13:02.828000,2022-08-28 14:14:02.908,1,9.0,False,,False,True,2022
0 days 02:16:50.922000,GAS,10,0 days 00:01:54.085000,37.0,3.0,,,0 days 00:00:32.288000,0 days 00:00:50.924000,0 days 00:00:30.873000,0 days 02:15:29.147000,0 days 02:16:20.071000,0 days 02:16:50.944000,318.0,185.0,208.0,311.0,False,SOFT,15.0,True,AlphaTauri,0 days 02:14:56.837000,2022-08-28 14:15:56.917,1,9.0,False,,False,True,2022
0 days 02:18:45.374000,GAS,10,0 days 00:01:54.452000,38.0,3.0,,,0 days 00:00:32.359000,0 days 00:00:51.093000,0 days 00:00:31,0 days 02:17:23.303000,0 days 02:18:14.396000,0 days 02:18:45.396000,316.0,183.0,209.0,311.0,False,SOFT,16.0,True,AlphaTauri,0 days 02:16:50.922000,2022-08-28 14:17:51.002,1,9.0,False,,False,True,2022
0 days 02:20:39.247000,GAS,10,0 days 00:01:53.873000,39.0,3.0,,,0 days 00:00:32.419000,0 days 00:00:50.623000,0 days 00:00:30.831000,0 days 02:19:17.815000,0 days 02:20:08.438000,0 days 02:20:39.269000,315.0,183.0,210.0,311.0,False,SOFT,17.0,True,AlphaTauri,0 days 02:18:45.374000,2022-08-28 14:19:45.454,1,9.0,False,,False,True,2022
0 days 02:22:33.240000,GAS,10,0 days 00:01:53.993000,40.0,3.0,,,0 days 00:00:32.202000,0 days 00:00:50.716000,0 days 00:00:31.075000,0 days 02:21:11.471000,0 days 02:22:02.187000,0 days 02:22:33.262000,317.0,181.0,208.0,311.0,False,SOFT,18.0,True,AlphaTauri,0 days 02:20:39.247000,2022-08-28 14:21:39.327,1,9.0,False,,False,True,2022
0 days 02:24:27.328000,GAS,10,0 days 00:01:54.088000,41.0,3.0,,,0 days 00:00:32.387000,0 days 00:00:50.686000,0 days 00:00:31.015000,0 days 02:23:05.649000,0 days 02:23:56.335000,0 days 02:24:27.350000,315.0,180.0,209.0,309.0,False,SOFT,19.0,True,AlphaTauri,0 days 02:22:33.240000,2022-08-28 14:23:33.320,1,9.0,False,,False,True,2022
0 days 02:26:21.534000,GAS,10,0 days 00:01:54.206000,42.0,3.0,,,0 days 00:00:32.540000,0 days 00:00:50.675000,0 days 00:00:30.991000,0 days 02:24:59.890000,0 days 02:25:50.565000,0 days 02:26:21.556000,317.0,182.0,212.0,309.0,False,SOFT,20.0,True,AlphaTauri,0 days 02:24:27.328000,2022-08-28 14:25:27.408,1,9.0,False,,False,True,2022
0 days 02:28:15.526000,GAS,10,0 days 00:01:53.992000,43.0,3.0,,,0 days 00:00:32.348000,0 days 00:00:50.779000,0 days 00:00:30.865000,0 days 02:26:53.904000,0 days 02:27:44.683000,0 days 02:28:15.548000,317.0,182.0,211.0,310.0,False,SOFT,21.0,True,AlphaTauri,0 days 02:26:21.534000,2022-08-28 14:27:21.614,1,9.0,False,,False,True,2022
0 days 02:30:09.798000,GAS,10,0 days 00:01:54.272000,44.0,3.0,,,0 days 00:00:32.401000,0 days 00:00:50.945000,0 days 00:00:30.926000,0 days 02:28:47.949000,0 days 02:29:38.894000,0 days 02:30:09.820000,316.0,185.0,213.0,309.0,False,SOFT,22.0,True,AlphaTauri,0 days 02:28:15.526000,2022-08-28 14:29:15.606,12,9.0,False,,False,True,2022
0 days 01:04:40.823000,PER,11,0 days 00:01:56.093000,1.0,1.0,,,,0 days 00:00:50.283000,0 days 00:00:30.473000,,0 days 01:04:10.427000,0 days 01:04:40.841000,330.0,190.0,208.0,299.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:02:44.500000,2022-08-28 13:03:44.580,12,2.0,False,,False,False,2022
0 days 01:06:53.277000,PER,11,0 days 00:02:12.454000,2.0,1.0,,,0 days 00:00:32.267000,0 days 00:00:58.958000,0 days 00:00:41.229000,0 days 01:05:13.108000,0 days 01:06:12.066000,0 days 01:06:53.295000,315.0,106.0,191.0,308.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:04:40.823000,2022-08-28 13:05:40.903,124,2.0,False,,False,False,2022
0 days 01:09:59.846000,PER,11,,3.0,1.0,,,0 days 00:00:49.998000,0 days 00:01:23.931000,0 days 00:00:52.600000,0 days 01:07:43.333000,0 days 01:09:07.270000,0 days 01:09:59.929000,199.0,115.0,193.0,156.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 01:06:53.277000,2022-08-28 13:07:53.357,4,2.0,False,,False,False,2022
0 days 01:13:05.713000,PER,11,,4.0,1.0,,,0 days 00:00:50.978000,0 days 00:01:21.123000,0 days 00:00:53.791000,0 days 01:10:50.875000,0 days 01:12:12.050000,0 days 01:13:05.852000,133.0,78.0,213.0,140.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:09:59.846000,2022-08-28 13:10:59.926,41,2.0,False,,False,False,2022
0 days 01:14:58.585000,PER,11,0 days 00:01:52.872000,5.0,1.0,,,0 days 00:00:32.498000,0 days 00:00:49.890000,0 days 00:00:30.484000,0 days 01:13:38.229000,0 days 01:14:28.119000,0 days 01:14:58.603000,318.0,191.0,210.0,306.0,True,MEDIUM,5.0,True,Red Bull Racing,0 days 01:13:05.713000,2022-08-28 13:14:05.793,1,2.0,False,,False,True,2022
0 days 01:16:51.293000,PER,11,0 days 00:01:52.708000,6.0,1.0,,,0 days 00:00:32.190000,0 days 00:00:49.993000,0 days 00:00:30.525000,0 days 01:15:30.793000,0 days 01:16:20.786000,0 days 01:16:51.311000,316.0,188.0,211.0,309.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 01:14:58.585000,2022-08-28 13:15:58.665,1,2.0,False,,False,True,2022
0 days 01:18:44.301000,PER,11,0 days 00:01:53.008000,7.0,1.0,,,0 days 00:00:32.224000,0 days 00:00:50.194000,0 days 00:00:30.590000,0 days 01:17:23.535000,0 days 01:18:13.729000,0 days 01:18:44.319000,317.0,187.0,210.0,309.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:16:51.293000,2022-08-28 13:17:51.373,1,2.0,False,,False,True,2022
0 days 01:20:37.836000,PER,11,0 days 00:01:53.535000,8.0,1.0,,,0 days 00:00:32.396000,0 days 00:00:50.427000,0 days 00:00:30.712000,0 days 01:19:16.715000,0 days 01:20:07.142000,0 days 01:20:37.854000,316.0,185.0,209.0,308.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:18:44.301000,2022-08-28 13:19:44.381,1,2.0,False,,False,True,2022
0 days 01:22:32.639000,PER,11,0 days 00:01:54.803000,9.0,1.0,,,0 days 00:00:32.439000,0 days 00:00:51.165000,0 days 00:00:31.199000,0 days 01:21:10.293000,0 days 01:22:01.458000,0 days 01:22:32.657000,318.0,185.0,208.0,309.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:20:37.836000,2022-08-28 13:21:37.916,1,2.0,False,,False,True,2022
0 days 01:24:27.210000,PER,11,0 days 00:01:54.571000,10.0,1.0,,,0 days 00:00:32.312000,0 days 00:00:51.329000,0 days 00:00:30.930000,0 days 01:23:04.969000,0 days 01:23:56.298000,0 days 01:24:27.228000,320.0,180.0,208.0,310.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:22:32.639000,2022-08-28 13:23:32.719,1,2.0,False,,False,True,2022
0 days 01:26:22.053000,PER,11,0 days 00:01:54.843000,11.0,1.0,,,0 days 00:00:32.417000,0 days 00:00:51.492000,0 days 00:00:30.934000,0 days 01:24:59.645000,0 days 01:25:51.137000,0 days 01:26:22.071000,319.0,182.0,210.0,311.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:24:27.210000,2022-08-28 13:25:27.290,1,1.0,False,,False,True,2022
0 days 01:28:17.216000,PER,11,0 days 00:01:55.163000,12.0,1.0,,,0 days 00:00:32.573000,0 days 00:00:51.687000,0 days 00:00:30.903000,0 days 01:26:54.644000,0 days 01:27:46.331000,0 days 01:28:17.234000,316.0,183.0,208.0,308.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:26:22.053000,2022-08-28 13:27:22.133,1,2.0,False,,False,True,2022
0 days 01:30:12.493000,PER,11,0 days 00:01:55.277000,13.0,1.0,,,0 days 00:00:32.564000,0 days 00:00:51.612000,0 days 00:00:31.101000,0 days 01:28:49.798000,0 days 01:29:41.410000,0 days 01:30:12.511000,316.0,181.0,209.0,311.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:28:17.216000,2022-08-28 13:29:17.296,1,2.0,False,,False,True,2022
0 days 01:32:11.563000,PER,11,0 days 00:01:59.070000,14.0,1.0,,0 days 01:32:07.821000,0 days 00:00:32.515000,0 days 00:00:51.134000,0 days 00:00:35.421000,0 days 01:30:45.026000,0 days 01:31:36.160000,0 days 01:32:11.581000,318.0,179.0,,310.0,False,MEDIUM,14.0,True,Red Bull Racing,0 days 01:30:12.493000,2022-08-28 13:31:12.573,1,2.0,False,,False,False,2022
0 days 01:34:16.534000,PER,11,0 days 00:02:04.971000,15.0,2.0,0 days 01:32:30.173000,,0 days 00:00:45.918000,0 days 00:00:48.788000,0 days 00:00:30.265000,0 days 01:32:57.499000,0 days 01:33:46.287000,0 days 01:34:16.552000,318.0,192.0,214.0,308.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 01:32:11.563000,2022-08-28 13:33:11.643,1,3.0,False,,False,False,2022
0 days 01:36:08.090000,PER,11,0 days 00:01:51.556000,16.0,2.0,,,0 days 00:00:31.925000,0 days 00:00:49.356000,0 days 00:00:30.275000,0 days 01:34:48.477000,0 days 01:35:37.833000,0 days 01:36:08.108000,321.0,191.0,213.0,311.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:34:16.534000,2022-08-28 13:35:16.614,1,3.0,False,,False,True,2022
0 days 01:37:59.779000,PER,11,0 days 00:01:51.689000,17.0,2.0,,,0 days 00:00:32.085000,0 days 00:00:49.345000,0 days 00:00:30.259000,0 days 01:36:40.193000,0 days 01:37:29.538000,0 days 01:37:59.797000,319.0,189.0,212.0,311.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 01:36:08.090000,2022-08-28 13:37:08.170,1,3.0,False,,False,True,2022
0 days 01:39:52.028000,PER,11,0 days 00:01:52.249000,18.0,2.0,,,0 days 00:00:32.215000,0 days 00:00:49.696000,0 days 00:00:30.338000,0 days 01:38:32.012000,0 days 01:39:21.708000,0 days 01:39:52.046000,321.0,187.0,210.0,310.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:37:59.779000,2022-08-28 13:38:59.859,1,3.0,False,,False,True,2022
0 days 01:41:44.585000,PER,11,0 days 00:01:52.557000,19.0,2.0,,,0 days 00:00:32.187000,0 days 00:00:49.920000,0 days 00:00:30.450000,0 days 01:40:24.233000,0 days 01:41:14.153000,0 days 01:41:44.603000,318.0,188.0,211.0,310.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:39:52.028000,2022-08-28 13:40:52.108,1,3.0,False,,False,True,2022
0 days 01:43:38.250000,PER,11,0 days 00:01:53.665000,20.0,2.0,,,0 days 00:00:32.046000,0 days 00:00:50.831000,0 days 00:00:30.788000,0 days 01:42:16.649000,0 days 01:43:07.480000,0 days 01:43:38.268000,322.0,179.0,209.0,312.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 01:41:44.585000,2022-08-28 13:42:44.665,1,3.0,False,,False,True,2022
0 days 01:45:31.055000,PER,11,0 days 00:01:52.805000,21.0,2.0,,,0 days 00:00:31.954000,0 days 00:00:50.252000,0 days 00:00:30.599000,0 days 01:44:10.222000,0 days 01:45:00.474000,0 days 01:45:31.073000,337.0,185.0,210.0,311.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:43:38.250000,2022-08-28 13:44:38.330,1,2.0,False,,False,True,2022
0 days 01:47:24.178000,PER,11,0 days 00:01:53.123000,22.0,2.0,,,0 days 00:00:32.330000,0 days 00:00:50.121000,0 days 00:00:30.672000,0 days 01:46:03.403000,0 days 01:46:53.524000,0 days 01:47:24.196000,315.0,185.0,210.0,309.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:45:31.055000,2022-08-28 13:46:31.135,1,2.0,False,,False,True,2022
0 days 01:49:17.561000,PER,11,0 days 00:01:53.383000,23.0,2.0,,,0 days 00:00:32.463000,0 days 00:00:50.249000,0 days 00:00:30.671000,0 days 01:47:56.659000,0 days 01:48:46.908000,0 days 01:49:17.579000,314.0,184.0,209.0,309.0,False,MEDIUM,9.0,True,Red Bull Racing,0 days 01:47:24.178000,2022-08-28 13:48:24.258,1,2.0,False,,False,True,2022
0 days 01:51:11.035000,PER,11,0 days 00:01:53.474000,24.0,2.0,,,0 days 00:00:32.338000,0 days 00:00:50.431000,0 days 00:00:30.705000,0 days 01:49:49.917000,0 days 01:50:40.348000,0 days 01:51:11.053000,320.0,182.0,210.0,310.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 01:49:17.561000,2022-08-28 13:50:17.641,1,2.0,False,,False,True,2022
0 days 01:53:04.386000,PER,11,0 days 00:01:53.351000,25.0,2.0,,,0 days 00:00:32.415000,0 days 00:00:50.121000,0 days 00:00:30.815000,0 days 01:51:43.468000,0 days 01:52:33.589000,0 days 01:53:04.404000,319.0,181.0,209.0,312.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 01:51:11.035000,2022-08-28 13:52:11.115,1,2.0,False,,False,True,2022
0 days 01:54:58.116000,PER,11,0 days 00:01:53.730000,26.0,2.0,,,0 days 00:00:32.322000,0 days 00:00:50.598000,0 days 00:00:30.810000,0 days 01:53:36.726000,0 days 01:54:27.324000,0 days 01:54:58.134000,323.0,182.0,209.0,309.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 01:53:04.386000,2022-08-28 13:54:04.466,1,2.0,False,,False,True,2022
0 days 01:56:56.388000,PER,11,0 days 00:01:58.272000,27.0,2.0,,0 days 01:56:52.646000,0 days 00:00:32.485000,0 days 00:00:50.515000,0 days 00:00:35.272000,0 days 01:55:30.619000,0 days 01:56:21.134000,0 days 01:56:56.406000,320.0,186.0,,309.0,False,MEDIUM,13.0,True,Red Bull Racing,0 days 01:54:58.116000,2022-08-28 13:55:58.196,1,2.0,False,,False,False,2022
0 days 01:59:01.442000,PER,11,0 days 00:02:05.054000,28.0,3.0,0 days 01:57:15.322000,,0 days 00:00:46.271000,0 days 00:00:48.661000,0 days 00:00:30.122000,0 days 01:57:42.677000,0 days 01:58:31.338000,0 days 01:59:01.460000,319.0,194.0,214.0,304.0,False,HARD,1.0,True,Red Bull Racing,0 days 01:56:56.388000,2022-08-28 13:57:56.468,1,3.0,False,,False,False,2022
0 days 02:00:52.206000,PER,11,0 days 00:01:50.764000,29.0,3.0,,,0 days 00:00:31.853000,0 days 00:00:48.804000,0 days 00:00:30.107000,0 days 01:59:33.313000,0 days 02:00:22.117000,0 days 02:00:52.224000,320.0,192.0,213.0,311.0,True,HARD,2.0,True,Red Bull Racing,0 days 01:59:01.442000,2022-08-28 14:00:01.522,1,2.0,False,,False,True,2022
0 days 02:02:43.431000,PER,11,0 days 00:01:51.225000,30.0,3.0,,,0 days 00:00:31.997000,0 days 00:00:49.055000,0 days 00:00:30.173000,0 days 02:01:24.221000,0 days 02:02:13.276000,0 days 02:02:43.449000,319.0,190.0,213.0,312.0,False,HARD,3.0,True,Red Bull Racing,0 days 02:00:52.206000,2022-08-28 14:01:52.286,1,2.0,False,,False,True,2022
0 days 02:04:34.716000,PER,11,0 days 00:01:51.285000,31.0,3.0,,,0 days 00:00:32.024000,0 days 00:00:49.073000,0 days 00:00:30.188000,0 days 02:03:15.473000,0 days 02:04:04.546000,0 days 02:04:34.734000,320.0,191.0,214.0,311.0,False,HARD,4.0,True,Red Bull Racing,0 days 02:02:43.431000,2022-08-28 14:03:43.511,1,2.0,False,,False,True,2022
0 days 02:06:26.376000,PER,11,0 days 00:01:51.660000,32.0,3.0,,,0 days 00:00:32.018000,0 days 00:00:49.290000,0 days 00:00:30.352000,0 days 02:05:06.752000,0 days 02:05:56.042000,0 days 02:06:26.394000,320.0,187.0,212.0,312.0,False,HARD,5.0,True,Red Bull Racing,0 days 02:04:34.716000,2022-08-28 14:05:34.796,1,2.0,False,,False,True,2022
0 days 02:08:18.261000,PER,11,0 days 00:01:51.885000,33.0,3.0,,,0 days 00:00:31.978000,0 days 00:00:49.471000,0 days 00:00:30.436000,0 days 02:06:58.372000,0 days 02:07:47.843000,0 days 02:08:18.279000,321.0,187.0,214.0,314.0,False,HARD,6.0,True,Red Bull Racing,0 days 02:06:26.376000,2022-08-28 14:07:26.456,1,2.0,False,,False,True,2022
0 days 02:10:10.408000,PER,11,0 days 00:01:52.147000,34.0,3.0,,,0 days 00:00:31.962000,0 days 00:00:49.765000,0 days 00:00:30.420000,0 days 02:08:50.241000,0 days 02:09:40.006000,0 days 02:10:10.426000,322.0,187.0,213.0,313.0,False,HARD,7.0,True,Red Bull Racing,0 days 02:08:18.261000,2022-08-28 14:09:18.341,1,2.0,False,,False,True,2022
0 days 02:12:02.361000,PER,11,0 days 00:01:51.953000,35.0,3.0,,,0 days 00:00:31.958000,0 days 00:00:49.419000,0 days 00:00:30.576000,0 days 02:10:42.384000,0 days 02:11:31.803000,0 days 02:12:02.379000,322.0,185.0,210.0,313.0,False,HARD,8.0,True,Red Bull Racing,0 days 02:10:10.408000,2022-08-28 14:11:10.488,1,2.0,False,,False,True,2022
0 days 02:13:54.892000,PER,11,0 days 00:01:52.531000,36.0,3.0,,,0 days 00:00:32.197000,0 days 00:00:49.788000,0 days 00:00:30.546000,0 days 02:12:34.576000,0 days 02:13:24.364000,0 days 02:13:54.910000,322.0,185.0,211.0,306.0,False,HARD,9.0,True,Red Bull Racing,0 days 02:12:02.361000,2022-08-28 14:13:02.441,1,2.0,False,,False,True,2022
0 days 02:15:47.242000,PER,11,0 days 00:01:52.350000,37.0,3.0,,,0 days 00:00:32.192000,0 days 00:00:49.694000,0 days 00:00:30.464000,0 days 02:14:27.102000,0 days 02:15:16.796000,0 days 02:15:47.260000,322.0,186.0,212.0,304.0,False,HARD,10.0,True,Red Bull Racing,0 days 02:13:54.892000,2022-08-28 14:14:54.972,1,2.0,False,,False,True,2022
0 days 02:17:39.654000,PER,11,0 days 00:01:52.412000,38.0,3.0,,,0 days 00:00:32.142000,0 days 00:00:49.796000,0 days 00:00:30.474000,0 days 02:16:19.402000,0 days 02:17:09.198000,0 days 02:17:39.672000,321.0,186.0,212.0,306.0,False,HARD,11.0,True,Red Bull Racing,0 days 02:15:47.242000,2022-08-28 14:16:47.322,1,2.0,False,,False,True,2022
0 days 02:19:32.203000,PER,11,0 days 00:01:52.549000,39.0,3.0,,,0 days 00:00:32.277000,0 days 00:00:49.739000,0 days 00:00:30.533000,0 days 02:18:11.949000,0 days 02:19:01.688000,0 days 02:19:32.221000,321.0,188.0,213.0,306.0,False,HARD,12.0,True,Red Bull Racing,0 days 02:17:39.654000,2022-08-28 14:18:39.734,1,2.0,False,,False,True,2022
0 days 02:21:24.474000,PER,11,0 days 00:01:52.271000,40.0,3.0,,,0 days 00:00:32.101000,0 days 00:00:49.625000,0 days 00:00:30.545000,0 days 02:20:04.322000,0 days 02:20:53.947000,0 days 02:21:24.492000,322.0,185.0,213.0,309.0,False,HARD,13.0,True,Red Bull Racing,0 days 02:19:32.203000,2022-08-28 14:20:32.283,1,2.0,False,,False,True,2022
0 days 02:23:16.926000,PER,11,0 days 00:01:52.452000,41.0,3.0,,,0 days 00:00:32.046000,0 days 00:00:49.693000,0 days 00:00:30.713000,0 days 02:21:56.538000,0 days 02:22:46.231000,0 days 02:23:16.944000,324.0,179.0,211.0,312.0,False,HARD,14.0,True,Red Bull Racing,0 days 02:21:24.474000,2022-08-28 14:22:24.554,1,2.0,False,,False,True,2022
0 days 02:25:09.966000,PER,11,0 days 00:01:53.040000,42.0,3.0,,,0 days 00:00:32.182000,0 days 00:00:50.068000,0 days 00:00:30.790000,0 days 02:23:49.126000,0 days 02:24:39.194000,0 days 02:25:09.984000,323.0,174.0,211.0,306.0,False,HARD,15.0,True,Red Bull Racing,0 days 02:23:16.926000,2022-08-28 14:24:17.006,1,2.0,False,,False,True,2022
0 days 02:27:02.637000,PER,11,0 days 00:01:52.671000,43.0,3.0,,,0 days 00:00:32.175000,0 days 00:00:49.866000,0 days 00:00:30.630000,0 days 02:25:42.159000,0 days 02:26:32.025000,0 days 02:27:02.655000,323.0,184.0,213.0,304.0,False,HARD,16.0,True,Red Bull Racing,0 days 02:25:09.966000,2022-08-28 14:26:10.046,1,2.0,False,,False,True,2022
0 days 02:28:55.480000,PER,11,0 days 00:01:52.843000,44.0,3.0,,,0 days 00:00:32.219000,0 days 00:00:50.080000,0 days 00:00:30.544000,0 days 02:27:34.874000,0 days 02:28:24.954000,0 days 02:28:55.498000,324.0,185.0,212.0,308.0,False,HARD,17.0,True,Red Bull Racing,0 days 02:27:02.637000,2022-08-28 14:28:02.717,12,2.0,False,,False,True,2022
